Protein_000,Protein_001,Protein_002,Protein_003,Protein_004,Protein_005,Protein_006,Protein_007,Protein_008,Protein_009,Protein_010,Protein_011,Protein_012,Protein_013,Protein_014,Protein_015,Protein_016,Protein_017,Protein_018,Protein_019,Protein_020,Protein_021,Protein_022,Protein_023,Protein_024,Protein_025,Protein_026,Protein_027,Protein_028,Protein_029,Protein_030,Protein_031,Protein_032,Protein_033,Protein_034,Protein_035,Protein_036,Protein_037,Protein_038,Protein_039,Protein_040,Protein_041,Protein_042,Protein_043,Protein_044,Protein_045,Protein_046,Protein_047,Protein_048,Protein_049,Protein_050,Protein_051,Protein_052,Protein_053,Protein_054,Protein_055,Protein_056,Protein_057,Protein_058,Protein_059,Protein_060,Protein_061,Protein_062,Protein_063,Protein_064,Protein_065,Protein_066,Protein_067,Protein_068,Protein_069,Protein_070,Protein_071,Protein_072,Protein_073,Protein_074,Protein_075,Protein_076,Protein_077,Protein_078,Protein_079,Protein_080,Protein_081,Protein_082,Protein_083,Protein_084,Protein_085,Protein_086,Protein_087,Protein_088,Protein_089,Protein_090,Protein_091,Protein_092,Protein_093,Protein_094,Protein_095,Protein_096,Protein_097,Protein_098,Protein_099,Protein_100,Protein_101,Protein_102,Protein_103,Protein_104,Protein_105,Protein_106,Protein_107,Protein_108,Protein_109,Protein_110,Protein_111,Protein_112,Protein_113,Protein_114,Protein_115,Protein_116,Protein_117,Protein_118,Protein_119,Protein_120,Protein_121,Protein_122,Protein_123,Protein_124,Protein_125,Protein_126,Protein_127,Protein_128,Protein_129,Protein_130,Protein_131,Protein_132,Protein_133,Protein_134,Protein_135,Protein_136,Protein_137,Protein_138,Protein_139,Protein_140,Protein_141,Protein_142,Protein_143,Protein_144,Protein_145,Protein_146,Protein_147,Protein_148,Protein_149,Protein_150,Protein_151,Protein_152,Protein_153,Protein_154,Protein_155,Protein_156,Protein_157,Protein_158,Protein_159,Protein_160,Protein_161,Protein_162,Protein_163,Protein_164,Protein_165,Protein_166,Protein_167,Protein_168,Protein_169,Protein_170,Protein_171,Protein_172,Protein_173,Protein_174,Protein_175,Protein_176,Protein_177,Protein_178,Protein_179,Protein_180,Protein_181,Protein_182,Protein_183,Protein_184,Protein_185,Protein_186,Protein_187,Protein_188,Protein_189,Protein_190,Protein_191,Protein_192,Protein_193,Protein_194,Protein_195,Protein_196,Protein_197,Protein_198,Protein_199,Protein_200,Protein_201,Protein_202,Protein_203,Protein_204,Protein_205,Protein_206,Protein_207,Protein_208,Protein_209,Protein_210,Protein_211,Protein_212,Protein_213,Protein_214,Protein_215,Protein_216,Protein_217,Protein_218,Protein_219,Protein_220,Protein_221,Protein_222,Protein_223,Protein_224,Protein_225,Protein_226,Protein_227,Protein_228,Protein_229,Protein_230,Protein_231,Protein_232,Protein_233,Protein_234,Protein_235,Protein_236,Protein_237,Protein_238,Protein_239,SampleID
8.9008,10.1832,7.9899,8.4487,8.4648,9.6374,8.6171,6.7321,8.846,8.1965,9.2452,8.6217,8.2059,7.8388,8.1221,8.1639,8.6545,8.5821,9.0081,7.3401,6.7802,8.8076,8.2079,,9.022,8.5269,10.4796,9.067,9.9894,7.6965,8.2213,8.5895,7.7778,8.762,9.3541,8.609,7.2718,9.5117,7.9971,5.3114,9.7155,7.6297,8.1647,7.4931,8.271,7.6727,7.6029,8.4295,9.7142,9.5021,7.8972,8.0397,10.5778,9.5152,9.8479,9.5235,8.2453,9.1259,9.2564,8.8371,9.9551,7.9684,7.9675,9.1879,8.8708,8.7822,7.5725,6.7711,9.1037,8.051,8.1494,9.9481,9.5453,8.1553,6.8708,9.9196,7.2629,8.3504,7.9973,8.6193,8.8707,5.85,8.2646,7.6959,7.4646,9.4599,8.5789,9.8668,7.358,8.3545,7.3098,8.2004,8.7466,8.7557,8.3526,8.5302,8.1584,8.0554,8.8164,8.4593,8.3373,8.7221,7.988,8.8124,9.934,8.2319,8.6327,,9.3582,7.4679,8.6249,7.6795,10.561,8.9382,8.6565,7.9742,9.3714,9.0137,8.0024,8.5762,9.185,8.4627,9.6015,9.2333,9.1917,7.7201,9.1179,8.596,7.8922,9.4593,8.5332,8.1125,9.9631,8.0564,9.9995,9.0032,9.2315,6.8622,8.6713,7.7393,8.1842,7.7332,8.3451,8.8395,8.1684,8.1188,7.7509,7.4909,7.4274,11.7755,6.8399,8.5889,9.0961,9.0156,8.7659,9.2861,8.3823,6.7524,8.6402,7.9818,8.7282,8.4635,7.5037,8.5099,8.4662,8.2801,7.3581,8.0099,7.6472,8.1074,8.6714,7.241,9.2788,8.1678,7.2388,7.2604,5.6143,8.5649,7.5569,10.7489,9.2925,8.4765,9.3094,9.5526,7.2093,9.3136,9.8845,7.4779,8.3704,7.9368,7.9956,8.3311,7.593,8.8853,8.508,9.3209,9.0669,7.3227,8.7706,7.6782,9.3502,8.1167,9.3868,8.5466,7.2008,8.5097,7.7585,8.8327,9.3128,8.1121,8.326,8.4961,9.1343,8.0437,9.9478,9.1671,9.0457,9.1849,8.739,7.5282,7.9762,8.4036,7.949,8.6897,5.7911,8.9663,8.9665,7.8982,8.9886,9.288,,8.2649,8.9163,8.2307,6.5557,8.941,8.9569,8.2364,9.3269,9.3067,S031
7.3156,7.9433,7.4401,9.0574,9.6049,9.0588,8.2841,7.9383,9.465,7.8527,8.5283,8.5747,9.7479,10.3572,7.9763,8.8374,10.135,7.9105,7.3349,7.5695,8.8137,8.8895,9.9658,8.5759,7.5151,7.8455,8.8127,7.8222,7.9674,8.0322,9.2676,9.4715,8.8812,8.1167,8.6203,8.3985,8.9491,9.2285,7.6938,7.0667,8.8655,9.2288,,8.8513,8.8366,8.737,8.5156,7.4189,6.7152,7.4326,8.8818,9.5843,7.3134,7.3456,7.9501,8.1206,8.4735,9.1784,8.0551,8.6409,9.1517,7.5871,8.5443,8.057,8.0322,6.1815,8.1751,7.8264,8.5503,8.594,8.3851,8.7922,7.9134,10.0302,7.8013,7.0798,7.9667,9.0289,8.0116,8.8469,10.5638,9.3761,7.418,8.3479,6.1756,9.5265,8.1014,9.4001,9.3928,8.5144,7.8701,7.9446,9.1776,9.3357,8.9578,9.6953,8.1426,8.924,8.8662,8.5243,7.7688,9.2262,7.9966,8.9346,8.4928,7.1678,10.2694,,8.3392,9.1377,8.747,8.7365,6.0764,7.2496,8.4534,8.0679,8.5435,7.4795,8.323,7.7445,7.4838,7.4326,6.5196,8.0045,9.7334,7.0459,6.3764,7.4979,8.073,8.4542,7.4736,7.2913,7.7278,8.5681,9.5519,9.2044,8.6132,8.6754,8.0953,8.285,10.7898,9.0126,6.6587,8.3144,9.2012,7.9305,9.087,8.2964,8.5215,7.847,7.1975,8.7557,8.8386,7.7597,7.0648,9.5865,8.8328,7.7189,8.9838,9.6862,8.9219,7.3362,8.2466,7.7996,8.3888,5.7777,8.3236,7.9238,7.9843,8.2396,8.6054,9.6947,9.5167,8.8237,7.0906,8.5978,8.3845,7.8851,7.1394,10.1367,9.0212,8.6691,8.1623,7.5294,8.3923,7.302,9.2902,7.2222,7.4703,8.2611,8.1241,7.8038,7.8638,8.511,6.9514,8.0115,8.9769,8.8166,7.3483,8.6187,8.1115,6.4776,8.9776,,8.1343,9.7362,7.69,8.0367,9.4131,7.6026,9.4783,10.2005,8.3091,7.9966,7.0502,7.7095,8.621,8.3345,7.9425,8.0618,8.047,9.0924,8.5699,8.4497,6.565,8.3094,9.2735,8.9552,8.3107,8.0591,7.8603,8.9005,5.1538,8.469,8.5669,6.6819,7.835,8.2761,7.6491,7.1663,S032
8.6689,7.3498,7.2881,8.5511,7.1637,7.4156,8.5554,7.924,8.1526,7.7297,8.8349,7.3749,8.7331,8.9214,7.5421,8.3546,8.1361,7.7854,7.4919,9.6868,8.1373,9.8907,7.7548,8.1964,8.2072,6.9714,9.695,7.4155,7.492,9.3693,8.4561,8.8515,7.8241,7.3792,7.6758,7.8518,8.7409,6.9759,8.949,7.9399,8.1671,9.0119,7.3734,7.9778,7.5928,8.1712,8.4387,8.5699,8.1487,8.4843,7.6434,7.286,8.5976,7.6634,9.5026,7.5573,7.4905,8.4861,7.2419,9.7193,9.6562,6.7342,9.0713,8.4204,8.1883,8.0592,7.7897,10.0652,9.2798,8.4008,7.3521,7.7498,8.3242,8.0982,9.1936,7.3402,7.2031,7.97,9.3281,8.7773,8.6339,8.4286,9.2037,8.8613,8.7377,8.4232,8.3182,9.7155,8.8203,9.0662,6.7931,6.5082,6.9934,8.0157,7.8575,7.3192,8.0385,9.099,8.097,9.5362,9.4936,8.0861,7.4989,9.1047,9.2033,9.2781,7.5867,8.6504,7.9215,8.2494,9.4055,7.505,8.2004,7.9741,9.2293,7.2152,9.8763,8.6965,,8.6201,9.1046,9.9285,6.705,9.343,7.835,8.7039,7.8846,8.3009,7.9636,8.3761,8.6675,8.205,9.0507,8.8964,8.0742,9.4556,,8.2177,7.4733,7.7598,9.6154,8.4543,6.8397,8.388,7.345,8.3958,7.9858,7.9026,7.3335,7.9501,8.3689,9.2744,9.1625,6.9329,9.4488,8.1505,8.3997,7.811,10.0257,9.6999,9.0885,7.4038,8.8416,7.8293,,7.7967,8.4793,5.8365,7.734,7.4885,9.616,8.5744,7.6394,9.243,10.1635,7.1746,7.1306,8.6501,8.9403,7.2618,7.6957,8.2028,8.3836,7.9226,8.5346,8.8816,8.5296,8.765,9.3476,7.7105,8.2855,8.285,7.7829,10.6687,7.6707,7.4605,8.2431,9.3905,7.8383,6.5179,9.4951,8.9035,8.5585,7.9011,7.3882,9.2478,8.9073,8.857,7.019,8.4437,8.782,7.3302,9.8216,7.4022,8.9504,8.7112,8.6835,5.2017,9.2129,9.4266,8.94,6.3615,7.505,8.2942,8.7159,7.7434,8.1883,9.5116,7.8591,8.8151,7.392,8.302,7.5774,6.8894,8.3193,9.9379,9.1763,8.8949,6.94,9.8051,S033
8.6923,9.1625,9.3018,8.8935,9.4172,9.09,9.1137,7.8783,9.1613,9.7083,8.6315,7.9446,9.5797,7.5041,7.1718,10.0083,9.6014,9.1697,8.7153,7.786,7.9954,8.2987,8.1142,8.3077,9.0243,9.4755,8.8322,9.4482,7.542,9.8652,7.9492,8.2471,7.3177,7.583,10.3403,8.5722,7.8326,8.5475,7.4035,10.4105,8.6616,8.9981,8.4317,6.7067,8.8985,8.6622,5.7525,8.3172,9.1624,9.4591,8.2349,7.607,8.6299,10.2868,8.6441,8.8877,8.0181,9.1909,9.4832,8.4498,10.2459,7.9603,7.324,7.4998,7.9241,7.6689,9.1446,8.267,8.8522,8.9597,7.2382,8.0601,9.505,8.6435,8.9695,10.849,8.4645,7.266,9.5525,9.0073,9.8223,8.9248,9.2446,7.717,8.3748,8.8747,8.8159,8.1654,8.2656,7.0561,7.1771,7.6441,7.6572,8.3733,9.049,8.1753,9.0837,,,8.0549,8.1123,10.1837,8.5975,6.5745,9.7088,9.584,9.3201,7.8364,7.9071,8.7073,7.9363,9.1604,8.6232,9.3982,9.0422,9.2421,9.8433,9.9103,7.0631,8.3285,8.0409,8.3212,6.7355,8.217,7.8693,8.1132,8.5523,7.4004,7.5364,8.5839,7.2486,,6.8852,7.067,8.1637,9.7871,7.3411,8.287,7.1917,7.8725,9.4589,9.1983,8.556,9.3446,9.7782,10.3166,8.9971,7.6404,6.7436,7.4965,9.8661,9.1734,7.4927,7.3486,8.1052,9.445,9.1897,7.6077,8.2735,9.2962,8.3396,8.5183,9.5261,7.1628,8.0766,8.1661,9.157,8.3293,8.0738,7.5149,7.8737,7.5546,7.8326,8.3655,9.9502,8.6716,7.8454,7.6261,8.8314,9.0693,9.8515,8.2106,7.0199,7.9572,7.589,8.5298,8.4655,9.4833,7.845,8.4377,9.4865,8.9784,9.9044,8.6442,9.0482,7.8799,7.822,9.6121,9.4561,8.4698,6.7675,8.8949,8.7072,9.0916,9.4087,6.7871,7.9113,9.6796,8.3299,7.1729,7.8514,9.4206,6.9303,8.0214,9.4572,9.8518,8.3845,9.1494,9.4857,9.1788,7.8386,9.0025,9.3349,7.9949,9.6837,8.4132,9.388,8.6004,6.6988,7.9197,8.1365,8.9211,7.055,6.6064,9.6615,7.6678,8.4462,9.5582,9.1195,8.8995,S034
6.8584,9.1971,10.1757,7.9746,7.29,8.6752,,8.6663,,9.1268,9.3998,10.3272,7.3643,10.0888,9.0212,7.3451,9.8984,9.44,7.0348,9.4531,9.0054,6.6682,7.9904,8.5721,7.5649,7.6562,9.2862,8.601,7.867,8.8511,9.6582,9.3977,8.9304,9.8606,10.8154,7.6054,,8.9222,10.3878,7.6059,8.228,9.2187,10.2302,8.9766,7.8912,7.7697,7.3122,9.0208,10.2163,9.7851,8.7704,9.2846,9.6231,8.8904,7.9357,7.9216,9.3944,8.052,8.1741,7.5944,10.0193,7.5589,7.5598,9.0395,8.8959,11.0331,6.7867,8.3813,7.1602,8.2497,8.8585,9.1196,8.8125,8.0115,8.6946,7.2025,7.8738,7.3393,8.3931,7.9903,10.0833,9.8535,8.3568,9.8099,7.6714,8.7151,8.0108,10.2067,8.6894,7.754,8.9626,9.3443,8.1689,9.4699,8.1127,7.686,8.333,9.305,9.5399,9.3464,8.0898,7.6361,9.5841,9.0293,9.7354,9.4164,9.6956,7.5773,8.6332,8.5383,8.3655,,9.8353,8.1322,7.1431,8.0725,7.904,8.5276,7.5242,8.3032,8.6133,9.0118,6.6197,8.5005,8.7729,9.3634,7.7083,9.2675,7.8069,6.1892,10.0156,8.416,8.4435,8.3715,9.4634,8.278,8.8192,9.532,7.8132,9.2638,8.5143,8.4654,8.3164,6.6116,9.8892,8.9585,8.7538,9.1223,8.574,9.9127,9.9597,8.8124,10.432,8.1456,9.6626,8.8199,8.3386,8.7779,8.8185,7.684,8.2468,9.0485,7.3326,9.2654,9.3594,8.1793,8.4485,8.5965,7.1834,9.3126,10.599,8.5349,7.722,8.705,8.4261,9.8679,8.3047,8.8373,8.9835,7.9212,9.9414,8.6266,9.0966,8.5831,7.8698,7.5775,8.1463,10.1944,9.0785,10.4952,9.5542,7.3018,7.1554,10.3873,8.8611,7.9976,8.7303,8.0191,8.4639,8.4795,8.4846,7.8834,8.5186,8.1029,7.7771,7.5746,9.5418,8.2006,9.3526,9.4091,8.0974,7.9409,8.8375,8.6231,9.2093,10.0707,7.7399,8.2258,9.9071,8.9259,8.9106,10.3009,8.2479,6.8768,9.0415,6.9169,8.692,10.0908,10.4057,9.916,9.4272,9.5296,10.0004,7.3681,9.073,9.895,8.5906,8.2211,9.3055,9.7062,S035
7.4819,8.7336,8.6766,7.4585,7.2065,8.1861,9.0752,8.4289,7.5661,8.9006,9.8158,8.0449,9.1445,7.9381,7.8006,8.9948,8.4428,8.6912,9.5418,7.3916,8.4625,7.5036,8.3611,10.571,7.5804,8.1602,8.3398,8.1269,8.9522,7.4993,6.6333,9.0606,8.7152,8.2103,8.2116,9.5376,9.0149,6.0405,7.8335,9.274,9.3477,8.1627,7.9736,9.1691,8.577,9.4675,9.4168,8.7161,7.9277,7.4119,7.6386,9.0936,9.5674,8.855,8.9685,8.5377,7.8524,7.5741,8.54,8.0138,8.1522,8.9292,8.7197,8.6966,8.1098,8.8232,9.3344,9.1374,7.5398,8.7391,8.4485,,9.0179,8.507,7.5842,8.2008,7.7229,8.6763,7.4954,7.8825,9.2154,9.7463,8.2563,6.5618,8.301,7.9218,8.6338,7.6155,8.6302,8.1991,8.886,10.1596,7.6679,7.4491,8.1206,8.4687,9.6558,6.5588,6.7604,7.9802,7.4767,7.9437,8.2566,7.2887,9.0565,7.7617,8.9351,9.474,8.0108,8.2679,8.9279,8.0768,8.3643,8.0653,9.5443,7.4765,7.8982,8.4444,9.5339,8.2663,8.1475,7.2691,7.9166,9.619,7.846,9.4948,8.0087,7.4626,9.5852,9.2683,7.2542,9.3734,8.7726,8.2368,9.4364,8.4654,8.5735,8.4939,7.754,9.4362,8.3535,8.2714,8.4838,8.2317,8.2296,8.2793,7.7867,9.5785,8.9321,8.731,6.5537,8.1379,7.5811,8.3693,7.6874,,8.2619,8.1489,7.1046,8.9728,8.2024,8.4993,8.4483,8.2888,8.3106,7.5022,8.8993,9.3261,8.145,8.4826,6.9796,8.2338,8.2441,9.5654,7.7107,9.0666,8.616,8.5448,8.2733,9.2907,9.4086,9.7724,7.7136,7.3991,8.096,9.281,9.7833,8.2573,6.8901,7.5021,9.1128,8.734,7.7923,7.5029,9.0461,9.7358,8.6287,8.6115,8.4838,8.7392,6.7657,8.681,6.7653,9.3853,8.0331,8.8108,8.12,9.6455,9.1309,8.7113,9.928,7.8669,8.8644,7.8582,7.9034,9.7112,7.5075,8.7375,9.0267,7.4232,8.8312,7.0374,8.0758,8.8256,7.6117,9.3813,7.8115,7.0751,8.8843,8.9741,8.8089,9.4447,8.3753,8.0883,9.2125,8.5101,9.0395,6.7053,8.1306,7.9386,S036
8.2757,9.7353,9.2147,7.7187,9.1652,9.5937,8.4258,8.7593,8.6327,9.1649,9.2094,9.2584,7.2589,7.8986,10.74,8.6518,9.8849,7.782,9.9153,9.4527,10.6919,9.9006,7.217,8.7941,8.0031,6.3113,9.0075,9.8444,6.3942,7.7663,7.9087,9.5355,9.0584,8.0111,8.8926,9.7275,9.3114,9.2926,8.3716,9.0045,8.7099,9.4492,,10.2005,7.1303,9.3946,8.4024,8.4216,9.4278,9.3398,9.6079,9.4393,6.9873,9.7955,9.3139,,9.6008,8.9168,9.2389,,7.121,8.8559,9.6783,8.9384,8.2243,8.485,8.388,7.655,8.1577,8.4634,11.0386,9.6276,9.7753,9.1495,8.859,9.8379,8.1758,7.9195,7.716,8.3859,9.931,8.2052,9.0757,9.8446,7.5305,8.8185,10.4624,9.2979,8.879,8.4986,7.7182,8.3752,8.9274,7.7518,9.5522,9.4618,8.0596,8.2419,8.44,8.9615,7.4206,8.9607,7.978,8.78,8.1347,9.9762,9.6558,8.9953,8.3291,8.6607,8.4211,8.2012,,8.3546,9.4066,9.7313,9.24,8.5445,8.0132,9.7321,9.714,8.4226,8.5036,9.07,8.5324,8.4249,7.4479,7.5667,9.3646,7.2604,8.147,8.9313,9.4431,8.9936,7.1884,10.2827,8.8239,9.8072,9.4506,8.1188,9.5251,10.2333,9.3471,8.1227,5.3974,8.3285,9.3985,10.4054,7.6385,,9.1974,7.1919,9.5149,8.9043,8.7193,8.1597,8.6137,7.5447,9.2987,8.4583,8.9322,8.9954,8.9353,8.1601,7.4678,10.2566,8.1929,8.7941,9.7149,7.6228,9.4261,9.5919,8.3618,10.7159,8.5423,10.2645,9.5003,9.4907,7.6787,10.3357,8.572,7.444,7.8058,9.3269,9.2308,8.5706,9.1326,8.8299,8.8565,8.8704,9.2443,10.5493,8.3592,9.0659,8.7997,9.8797,7.4792,9.047,8.8576,8.3325,8.8465,8.4345,8.3363,8.3871,8.5424,7.6032,8.2321,8.5269,10.9892,10.0534,9.0148,7.2023,7.1126,10.5354,8.8169,9.5514,9.2145,8.3094,7.1749,9.3002,8.9016,7.7618,6.7065,9.3394,8.3317,10.2573,9.5704,9.5473,9.4128,9.2637,7.8794,9.014,8.1705,8.9699,10.4901,8.2378,9.1409,8.752,11.4251,7.3175,S037
9.0816,8.808,8.9422,7.7699,9.7201,9.002,5.9428,9.9696,8.7463,8.1797,7.6658,9.4574,8.8826,8.3712,6.8487,8.4246,10.26,7.1112,8.9371,8.4003,8.4112,8.1037,8.349,8.9077,8.6099,7.6576,8.4827,8.3996,9.4048,9.7336,9.7974,8.6149,8.9231,8.6393,9.7783,6.9987,8.1487,9.7692,6.1396,8.8789,8.9554,6.8783,9.0542,8.6986,8.8347,7.9505,9.1537,7.2169,7.8453,7.8287,9.4145,8.7084,8.2016,8.3848,8.5282,9.2681,6.863,7.7301,7.056,8.731,9.0831,8.677,8.9471,8.2601,8.1148,8.2135,8.3237,9.4502,8.3508,9.4061,9.1373,8.0565,8.3837,7.2317,8.7514,8.4387,8.7114,10.1217,9.011,8.7057,7.4765,7.4835,8.4258,8.7493,9.0691,8.847,7.6622,8.0707,9.16,6.8648,7.971,8.0168,7.7544,8.8832,9.0493,9.4419,8.1592,8.803,9.1583,8.5002,9.3286,7.9956,8.2276,7.6766,8.0366,7.6172,7.9208,8.1781,8.643,9.1405,8.0107,10.6747,8.8544,9.2016,8.1223,8.583,7.2821,7.9992,9.2598,9.002,7.7642,10.2375,8.7006,7.8951,8.6733,8.9997,9.3016,8.7616,9.0232,8.6351,7.3646,6.9238,9.178,8.0864,8.7742,9.3022,9.3844,6.2518,8.9516,8.2803,8.8428,8.4555,10.3469,8.2331,10.2008,10.203,9.93,7.4988,8.7274,7.156,7.6219,9.8514,8.2097,7.5658,6.5956,9.5171,8.6559,9.2999,7.459,8.5021,7.1272,8.174,10.2573,10.1309,8.3654,9.0619,9.0519,8.9638,9.7086,7.1989,8.2997,8.2262,8.7449,8.5384,8.5651,8.9104,7.7542,9.4694,9.5406,9.4318,9.1715,7.701,8.7263,8.4819,8.7829,,9.4549,9.1123,9.1366,9.4249,7.4782,9.8287,9.165,8.4576,8.2541,6.6876,8.2865,7.7719,9.0858,9.0983,8.6189,7.835,9.105,7.1512,9.5306,11.0388,8.6488,9.1454,7.118,9.1709,7.3009,8.5996,8.0387,8.3513,7.6464,9.3738,9.5403,8.5151,10.3412,6.8339,8.7272,8.7135,8.4662,7.0001,9.3775,10.2277,9.3585,8.6701,8.4162,8.7507,9.3069,8.1579,8.0646,9.4446,8.9144,9.9966,9.0485,7.3148,8.9635,9.6421,S038
8.3452,6.8586,8.4245,8.8177,8.5741,9.6275,8.6259,8.2391,8.5311,8.3809,8.8353,10.3468,8.9994,8.6978,7.6012,10.3462,9.6022,7.8093,8.757,5.7744,6.2772,9.9281,9.3833,8.3504,7.7992,7.9782,9.0559,9.048,9.5706,8.0344,7.5712,10.9256,6.1525,8.4217,8.5714,8.1774,7.6965,7.2626,7.6411,8.6658,8.615,10.5184,10.4631,8.4887,8.145,7.7238,7.2161,7.7436,9.255,9.109,8.439,8.6201,8.1289,9.1799,7.7375,9.8732,7.2793,8.6893,7.564,9.8102,8.4015,9.465,8.9473,7.3248,8.3348,8.544,8.1229,8.1413,9.2179,7.93,7.9986,7.8574,8.9388,9.2872,7.7629,8.8549,7.2842,9.0652,8.8578,9.1611,7.9768,8.6318,8.0146,11.1549,5.6918,8.7192,10.0105,8.4259,5.4001,8.7539,,10.2319,7.9136,7.0347,8.3848,9.6499,7.6999,8.6442,8.4647,8.3878,9.0161,8.2934,8.139,6.6978,9.6073,8.6367,8.1315,7.3819,8.4996,8.4963,7.5837,,9.6004,7.7825,8.6973,8.9012,8.3337,7.6418,9.1785,8.8403,7.9957,9.6908,8.2759,8.2421,8.4521,6.8213,8.1187,7.5611,9.5685,8.8345,7.3543,8.6441,6.625,7.7483,8.2137,8.5552,7.8499,8.8002,8.1972,8.1853,9.054,8.0758,7.685,9.577,6.5785,8.7262,7.6756,8.7127,9.835,7.0019,7.5421,9.5857,7.9422,8.1257,8.9691,8.6633,8.4441,9.8754,8.4519,7.628,7.7431,8.8082,8.5225,8.0967,8.716,8.8604,9.1079,7.4367,8.9033,6.7725,7.8581,8.7063,8.6844,7.0671,11.1867,8.6509,7.4346,8.7244,9.4908,8.2284,9.0579,8.1579,8.1355,8.6887,7.5887,9.269,8.8581,8.6361,9.182,9.245,8.6876,9.341,5.7748,8.8521,7.8698,9.5237,8.8385,8.4753,9.2523,7.521,8.7117,8.2788,8.0202,9.9778,7.6613,9.5387,9.781,8.6165,8.7541,7.4702,8.9248,7.5188,9.4244,9.8029,9.8009,9.1037,8.7439,8.8478,9.3837,7.8111,9.135,8.7059,6.2558,7.216,8.483,9.0145,9.5154,8.4308,,8.8585,7.069,7.6458,7.8021,9.6012,8.2181,8.7424,9.4742,9.9097,8.4573,8.1058,S039
9.3163,8.2474,9.1862,6.9906,8.4435,9.3855,7.9005,9.823,8.6932,8.5036,8.1601,8.8214,9.554,9.2263,9.0689,8.8454,9.215,9.1501,7.9998,8.5668,8.7606,9.2181,7.3946,8.223,7.8071,9.0167,7.7799,8.6433,8.6594,10.3472,7.5944,10.0152,7.6666,8.2534,8.4992,7.9709,8.6073,7.6806,8.8922,8.2634,8.9781,8.901,7.6377,7.603,8.8849,9.0089,8.3512,8.178,8.6324,8.1345,7.9897,8.463,8.9797,8.7027,7.1571,10.3627,7.5691,6.9312,8.7783,9.4423,7.0994,9.4662,8.0832,8.37,8.0576,8.6069,8.1228,9.2874,9.4735,9.5829,8.5279,8.0156,9.1539,8.7094,9.8373,8.2503,7.5424,9.8238,8.4131,7.7997,8.01,8.2982,8.5111,7.6577,8.948,8.1846,8.5508,7.5599,7.4762,8.5005,10.0997,7.5258,7.4508,8.3029,7.7216,8.8078,9.0515,8.2415,8.1404,9.7094,8.819,8.0196,10.4568,9.9903,8.8268,8.0537,7.9697,8.63,7.7539,8.6376,8.3703,9.7714,10.3915,7.2401,7.5716,7.4113,8.5173,8.5943,9.1057,7.6535,8.4742,8.0001,10.1772,9.5528,8.438,7.1525,7.398,10.2547,7.6618,8.2444,8.6789,9.6383,8.727,10.528,8.3436,9.2643,8.7118,8.2219,7.7804,6.729,8.2931,7.9342,7.9358,9.51,9.5637,,8.7786,9.7622,8.3055,7.0725,7.9226,8.3749,9.0324,7.6431,8.803,8.1749,9.4732,8.5438,8.4858,8.7945,10.2186,7.6002,7.181,8.4732,7.1452,9.2162,9.0198,8.8413,8.405,9.8579,7.5101,9.261,6.7207,10.5735,10.1516,9.9836,8.7865,10.3651,7.6994,8.1155,,8.1439,8.0296,8.0405,6.9274,8.6003,8.8653,9.3185,9.0348,7.9152,7.6359,9.4008,9.0903,7.7987,8.9576,9.1366,7.2995,8.2414,7.9535,9.3454,6.9402,8.0458,8.16,8.8262,9.0958,10.1902,8.3073,7.9307,7.5665,9.9221,8.1731,9.0593,8.2949,8.0049,9.1565,8.47,8.4585,9.3735,7.2084,7.6759,9.6573,8.0314,9.2869,8.951,8.8514,8.2728,8.4295,8.6267,7.8362,9.6358,8.6184,8.0796,7.8517,7.9615,7.5251,8.473,8.3547,8.1039,9.6945,8.8733,S040
